ui,vi,wi
30.28,-5.34,-7.13
31.62,-6.88,-7.5
29.85,-7.67,-7.48
24.35,-13.01,-6.18
24.4,-15.65,-4.01
29.67,-16.71,-3.11
32.84,-13.35,-3.29
28.88,-15.01,-4.33
27.85,-16.25,-5.18
24.59,-11.09,-4.14
30.53,-25.56,-3.94
35.83,-11.28,-2.42
36.57,-3.78,-2.33
36.12,-0.97,-1.6
37.87,-4.02,-2.03
34.9,-8.95,-2.9
32.86,-10.72,-3.28
32.23,-14.41,-3.74
31.66,-12.37,-3.74
31.55,-10.14,-3.72
29.4,-11.8,-3.53
29.24,-15.08,-3.07
29.25,-14.06,-2.91
29.21,-16.08,-2.72
29.73,-17.04,-2.07
30.85,-15.36,-1.51
35.52,-12.75,-1.44
35.8,-8.93,-1.83
36.28,-2.67,-0.36
38.63,-5.94,1.47
32.55,-8.67,1.73
34.74,-15.77,0.48
32.97,-12.13,-0.22
35.4,-11.37,0.39
37.48,-8.58,0.29
36.13,-9.86,-0.2
37.68,-8.27,-0.56
37.55,-6.45,-0.42
36.78,-7.18,-0.48
37.17,-9.84,-0.98
34.87,-10.04,-1.64
31.48,-14.11,-2.05
29.74,-17.5,-1.76
27.71,-15.48,-1.91
26.09,-13.03,-0.82
25.53,-15.35,-0.34
22.69,-19.13,0.1
24.06,-20.33,0.18
25.06,-16.47,0.99
25.67,-16.06,1.35
25.61,-17.19,1.42
27.02,-16.7,1.32
30.09,-15.54,1.34
30.63,-16.99,0.76
25.72,-18.34,0.7
24.47,-23.54,0.93
25.53,-23.35,1.36
28.67,-21.17,1.23
30.53,-18.66,1.31
29.28,-15.73,0.91
26.35,-20.08,0.48
27.1,-20.85,0.49
29.58,-18.39,0.79
33.28,-14.81,0.34
36.64,-12.47,-0.27
36.85,-7.8,-0.39
36.4,-7.82,-1.34
36.22,-7.12,-2.03
33.41,-7.91,-2.4
34.49,-6.85,-1.97
33.8,-4.61,-1.44
33.4,-7.31,-1.82
33.7,-5.78,-0.97
33.9,-9.66,-1.35
32.57,-10.6,-1.56
32.99,-7.5,-1.19
33,-11.03,-1.7
35.35,-13.33,-1.79
34.97,-13.27,-2.45
33.11,-13.88,-2.81
30.29,-14.94,-3.28
28.28,-14.53,-3.11
26.5,-13.58,-2.66
27.41,-15.32,-2.89
29.71,-14.89,-2.99
32.46,-11.65,-3.17
33.97,-11.36,-4.09
32.3,-8.8,-4.16
31.37,-7.52,-4.6
29.99,-5.38,-4.05
28.33,-7.28,-3.48
29.77,-11.06,-3.18
27.09,-13.4,-3.45
26.95,-12.64,-3.51
26.69,-11.27,-3.38
26.04,-13.79,-2.92
28.08,-14.29,-3.33
27.68,-15.99,-3.95
26.01,-18.05,-4.43
26.59,-14.35,-4.5
25.03,-14.82,-4.56
24.65,-16.88,-4.04
26.4,-17.48,-3.46
24.57,-15.53,-3.03
25.38,-15.14,-2.95
25.73,-14.66,-3.03
25.91,-13.24,-2.35
24.95,-13.57,-2.12
26.24,-13.5,-1.98
26.58,-14.78,-2.17
26.43,-14.74,-2.35
27.12,-16.45,-2.81
29.43,-16.72,-3.3
28.86,-14.08,-3.2
29.22,-12.88,-3.24
27.73,-13.89,-3.46
28.89,-17.48,-4.05
30.84,-14.51,-3.62
32.64,-12.71,-3.45
31.39,-11.44,-3.63
29.8,-11.94,-3.63
30.35,-13.65,-3.13
30.74,-14.94,-3.04
34.19,-12.35,-3.12
33.08,-11.43,-3.4
32.51,-12.07,-3.38
32.43,-11.77,-3.37
33.57,-11.49,-3.11
34.29,-10.2,-3.35
35.36,-10.32,-3.81
34.81,-8.64,-3.55
35.18,-6.21,-3.57
36.46,-8.9,-4.83
35.69,-5.15,-5.1
36.64,-3.32,-5.51
36.6,-5.57,-6.38
31.65,-9.26,-6.86
31.15,-11.8,-6.86
32.08,-14.62,-6.9
34.69,-11.25,-6.15
31.88,-12.67,-5.78
27.93,-11.61,-3.84
26.74,-17.08,-3.05
32.11,-12.98,-1.97
35.26,-9,-2.52
35.47,-5.79,-2.57
35.81,-2.84,-1.73
32.97,-3.1,-1.28
29.44,-9.03,-1.06
28.19,-11.61,-0.88
27.87,-14.33,-0.92
27.63,-14.98,-0.94
28.6,-15.63,-0.75
30.21,-12.44,-0.68
31.82,-8.98,-0.37
31.06,-7.83,-0.21
31.51,-8.54,-0.12
31.06,-10.3,-0.29
30.4,-11.19,0.07
31.21,-10.51,0.36
30.81,-11.9,0.28
30.53,-12.67,0.34
30.71,-11.37,1.01
31.92,-11.12,1.44
33.24,-9.12,1.32
32.07,-7.52,1.39
33.24,-7.91,1.34
33.03,-11.09,0.82
32.99,-8.84,0.83
31.86,-12.4,0.84
31.52,-13.12,0.68
33.15,-11.86,0.73
32.73,-7.22,0.66
31.9,-8.79,0.43
32.53,-7.43,0.17
30.6,-8.28,0
31.82,-9.49,-0.3
30.58,-10.99,-0.69
32.85,-10.81,-1.14
35.12,-5.72,-1.14
33.46,-5.37,-1.85
32.92,-6.24,-2.43
32.51,-6.13,-2.41
31.99,-6.11,-2.14
31.56,-7.46,-2.25
31.57,-10.19,-2.72
31.04,-9.17,-2.69
29.95,-9.57,-2.33
29.79,-8.46,-1.98
28.4,-10.64,-1.53
27.19,-12.66,-1.31
28.67,-12.3,-1.27
29.03,-9.56,-1.1
30.34,-10.81,-1.84
30.94,-7.96,-1.86
31.94,-6.89,-2.11
32.26,-6.27,-2.14
31.37,-7.67,-2.6
33.72,-7.13,-2.72
31.79,-7.03,-2.71
30.38,-10.12,-2.79
29.94,-9.16,-2.69
29.92,-8.83,-2.3
30.88,-7.31,-1.83
30.44,-8.87,-1.9
31.36,-8.43,-2.1
31.03,-10.92,-2.48
30.85,-9.49,-2.43
30.2,-8.97,-2.62
29.3,-11.17,-2.79
28.34,-13.29,-3.36
29.11,-11.58,-3.02
30.26,-12.63,-3.66
29.45,-12.15,-3.84
29.49,-14.41,-4.1
29.06,-12.17,-3.49
27.84,-16.57,-3.01
27.59,-16.61,-2.86
27.97,-17.84,-2.98
27.04,-13.79,-1.87
27.59,-15.69,-1.67
29.7,-13.14,-0.87
29.94,-13.42,-1.13
30.15,-11.54,-0.76
30.25,-11.73,-1.25
30.77,-12.78,-1.74
30.84,-11.98,-2.28
30.83,-6.81,-1.84
30.5,-5.3,-1.7
29.65,-9.73,-2.26
27.52,-9.32,-2.36
26.15,-11.6,-2.23
27.64,-13.15,-2.35
28.2,-10.98,-2.3
26.1,-9.99,-2.11
27.61,-13.09,-1.96
29.28,-11.64,-2
29.54,-10.5,-1.93
29.83,-11.01,-1.96
28.61,-8.73,-1.49
27.01,-8.98,-0.87
27.91,-12.84,-0.92
28.33,-12.14,-0.8
27.31,-12.56,-1.13
29.07,-9.68,-0.98
30.05,-8.8,-1.52
31.01,-8.84,-1.61
30.65,-6.85,-1.53
29.87,-10.35,-1.93
29.22,-11.9,-2.23
27.27,-11.1,-2.02
26.26,-12.33,-2.12
27.2,-12.82,-1.96
28.61,-11.77,-2.12
28.5,-11.36,-2.17
28.14,-12.16,-2.48
26.08,-12.28,-1.93
25.87,-13.86,-2.04
27.24,-13.18,-1.95
27.47,-11.87,-1.63
26.35,-13.48,-1.58
27.35,-15.81,-2.04
27.39,-14.41,-1.98
26.13,-17.82,-2.28
30.28,-18.44,-2.91
31.53,-12.63,-2.82
32.98,-12.16,-3.37
32.34,-13.4,-3.95
30.76,-14.86,-4.67
31.31,-10.99,-4.57
26.39,-12.18,-4.99
24.6,-18.49,-5.25
28.77,-19.1,-5.56
34.15,-15.55,-5.92
32.53,-10.07,-5.4
30.01,-11.97,-5.29
27.42,-12.72,-4.26
26.69,-17.8,-3.41
25.06,-23,-3.52
26.43,-18.25,-3.11
28.43,-14.47,-2.68
27.51,-14.76,-2.9
28.65,-14.4,-3.28
31.19,-15.69,-3.44
28.67,-15.78,-3.16
27.9,-16.92,-3.11
31.97,-15.53,-3.02
33.54,-15.17,-3.31
34.23,-14.06,-3.92
34.18,-11.39,-4.37
30.54,-14.73,-5.08
29.33,-15.06,-5.01
27.19,-17.33,-4.26
27.65,-17.36,-3.48
29.23,-14.86,-2.99
29.95,-15.41,-3.29
28.83,-14.18,-3.66
28.44,-14.97,-4.09
28.68,-16.34,-5.06
27.12,-16.64,-5.65
25.8,-17.83,-6.2
25.9,-16.52,-6.7
28.17,-13.42,-7.07
28.29,-9.84,-6.37
27.97,-15.44,-5.56
24.86,-20.52,-6.9
20.97,-20.82,-7.45
18.61,-22.27,-6.47
19.25,-18.51,-5.58
21.19,-17.31,-4.29
19.91,-22.16,-4.72
21.34,-21.84,-5.49
23.17,-20.55,-4.93
24.89,-17.71,-4.81
26.89,-9.75,-4.4
28.04,-10.25,-4.29
30.44,-9.09,-4.68
30.75,-10.1,-5
27.25,-6.39,-4.8
26.4,-10.1,-3.63
27.31,-15.46,-3.77
28.84,-14.47,-4.2
27.44,-13.48,-4.81
24.34,-13.67,-5.03
24,-15.51,-5.33
24.42,-15.09,-4.93
24.17,-14.32,-4.69
27.62,-18.84,-5.71
28.81,-14.87,-6.61
25.06,-10.98,-6.98
21.63,-11.67,-6.77
22.04,-16.91,-6.6
18.54,-7.93,-4.93
17.57,-4.22,-1.35
25.26,-6.9,0.79
19.14,-11.18,3.09
17.17,-20.11,3.59
16.07,-30.66,2.22
18.16,-29.71,2.49
16.97,-34.44,1.52
8.72,-40.34,-0.42
18.38,-28.27,-1.24
18.74,-22.89,-1.32
21.19,-24.85,-2.01
27.13,-18.56,-1.7
26.17,-19,-2.32
27,-15.75,-2.27
28.05,-16.51,-2.99
29.66,-16.17,-3.32
28.65,-14.83,-3.12
29.26,-13.67,-3.53
28.27,-13.8,-3.82
27.68,-12.22,-3.85
27.93,-13.5,-3.77
26.48,-12.42,-3.74
25.81,-15.74,-3.89
27.76,-15.22,-3.8
28.06,-12.77,-3.17
27.16,-12.49,-3.03
27.81,-13.23,-3.47
28.75,-13.09,-3.77
30.2,-14.48,-4.35
28.91,-11.98,-4.57
27.3,-14.21,-5.19
26.14,-17.8,-5.38
28.63,-19.99,-5.8
29.78,-18.06,-6.9
27.12,-16.43,-7.19
23.81,-18.59,-7
22.97,-23.88,-7.2
22.53,-27.21,-8.17
26.08,-21.39,-7.19
24.87,-17.78,-6.42
26.82,-16.15,-4.06
26.28,-16.45,-3.7
25.15,-18.88,-3.6
23.03,-19.84,-3.64
23.56,-15.35,-2.07
25.6,-16.98,-0.95
28.17,-16.18,-1.07
30.77,-11.09,-0.92
32.99,-8.03,-1.01
35.91,-7.6,-2.36
31.98,-5.67,-3.28
28.77,-5.68,-3.7
26.34,-9.93,-3.47
26.89,-8.89,-2.59
26.78,-11.48,-2.04
28.24,-12.88,-2.38
30.48,-13.64,-2.88
31.84,-11.14,-3.73
26.95,-7.89,-3.23
19.03,-16.25,-1.68
20.99,-20.8,-0.28
28.2,-13.44,2.25
34.41,-10.88,1.5
32.36,-3.34,1.39
31.19,-4.44,1.94
32.16,-9.43,2.11
32.99,-13.44,1.41
35.97,-6.37,2.1
37.37,-4.85,1.56
36.19,-4.05,0.63
33.17,-5.99,0.08
35.09,-3.86,0.36
31.32,-5.01,-0.46
30.78,-9,-1.06
30.47,-10.09,-1.46
30.98,-10.26,-1.29
30.93,-10.29,-1.39
30.38,-11.99,-1.62
26.97,-12.85,-1.78
25.9,-15.79,-2.13
27.76,-15.63,-2.27
29.52,-14.3,-1.65
29.26,-14.56,-1.71
27.23,-16.95,-2.38
23.19,-17.67,-1.56
24.76,-16.13,-0.09
24.87,-20.8,0.46
27.24,-21.69,-0.03
28,-20.09,-0.55
30,-16.49,-0.94
32.47,-15.64,-0.98
27.71,-19.13,-1.61
30.06,-16.22,-1.75
29.01,-16.28,-2.1
28.8,-17.87,-2.35
32.03,-14.85,-2.12
31.67,-13.65,-2.74
29.94,-14.21,-2.72
28.75,-14.64,-2.33
29.02,-16.63,-2.66
30.32,-15.81,-2.67
31.81,-12.49,-2.3
31.27,-11.35,-2.23
30.53,-15.05,-3.01
30.46,-12.68,-2.89
29.42,-13.08,-2.93
29.85,-14.4,-2.88
29.48,-15.19,-3.44
30.55,-15.03,-3.8
31.18,-12.84,-3.79
29.98,-12.27,-3.97
30.38,-11.46,-4.48
30.35,-12.74,-4.77
29.36,-8.65,-4.39
28.96,-8.93,-4.08
27.4,-12.01,-4.17
27.77,-11.49,-3.58
28.61,-11.72,-3.3
29.3,-12.25,-2.93
28.54,-14.68,-3.03
26.91,-16,-3.63
26.27,-15.64,-4.02
26.65,-15.3,-4.22
25.54,-17.69,-4.37
25.13,-14.32,-3.74
27.27,-13.85,-3.6
29.27,-11.72,-4.12
30.47,-10.13,-4.81
28.96,-9.66,-5.09
26.94,-12.38,-4.79
25.59,-17.82,-4.74
23.95,-18.11,-4.66
22.24,-17.56,-3.88
27.96,-13.99,-2.36
34.93,-15.79,-1.7
33.86,-14.65,-2.26
30.81,-11.87,-2.52
29.91,-13.31,-2.08
27.87,-16.87,-2.59
25.55,-17.27,-3.35
23.29,-22.04,-3.64
22.08,-20.52,-3.02
22.53,-21.56,-2.64
25.01,-17.27,-1.88
27.42,-16.01,-2.28
28.43,-12.98,-2.04
28.31,-11.89,-2.06
29.32,-10.55,-1.95
29.75,-7.9,-2.02
30.34,-8.93,-2.53
27.06,-9.3,-2.68
25.23,-9.83,-2.27
25.82,-12.46,-2.52
26.62,-11.38,-2.24
25.83,-13.12,-1.95
27.74,-12.78,-2.29
28.05,-10.07,-2.2
25.07,-8.8,-1.95
25.4,-11.54,-1.75
25.55,-10.51,-1.4
26.07,-11,-0.83
28.31,-11.62,-0.25
29.12,-10.69,0.23
29.17,-13.88,-0.23
29.83,-17.01,-1.12
30.04,-14.26,-0.97
30.48,-11.32,-0.87
31.69,-10.94,-0.87
32.17,-9.45,-1.11
30.73,-12.6,-1.62
31.29,-13.02,-1.9
31.78,-11.67,-2.08
35.26,-7.41,-1.75
33.53,-10.36,-2.3
31.43,-10.57,-1.8
32.66,-10.36,-1.8
32.05,-12.59,-2.67
34.22,-7.96,-2.54
30.85,-8.05,-2.51
28.9,-10.65,-2.56
27.12,-12.75,-2.96
27.51,-10.27,-2.62
27.87,-11.39,-2.74
28.97,-10.9,-2.75
27.2,-10.98,-2.64
24.13,-14.09,-1.91
25.4,-14.98,-0.98
28.5,-15.79,-0.48
30.56,-17.99,-0.75
30.31,-15.67,-1.4
31.86,-12.23,-1.27
30.64,-11.38,-1.22
30.56,-14.92,-1.66
31.05,-12.31,-2.29
31.26,-9.65,-2.54
31.01,-10.13,-2.52
30.75,-10.49,-2.38
31.31,-13.95,-2.81
33.28,-9.41,-3.03
30.94,-7.08,-3.05
32.92,-9.58,-3.11
31.79,-10.86,-3.51
31.42,-10.83,-3.12
30.07,-14.12,-3.15
29.57,-13.94,-3.03
29.69,-15.43,-2.92
29.82,-12.99,-2.75
29.97,-14.68,-2.41
29.92,-14.07,-2.47
28.92,-15.01,-2.42
27.52,-14.34,-2.11
27.49,-17.25,-1.74
26.87,-18.92,-1.47
27.65,-16.88,-1.05
29.42,-15.45,-1.02
28.37,-14.83,-0.78
27.88,-17.24,-1.19
26.54,-17.83,-1.06
28.24,-17.67,-0.61
26.14,-15.92,0.45
23.62,-18.44,1.38
23.24,-18.12,1.88
22.86,-21.4,1.58
26.75,-19.75,2.59
21.24,-20.49,3.19
23.54,-21.37,3.17
29.25,-17.61,2.6
31.8,-13.59,2.16
32.43,-10.91,1.71
30.27,-13.18,1.45
30.18,-14.75,1.49
31.79,-13.94,1.15
34.6,-11.5,0.93
35.51,-8.22,0.11
35.37,-6.18,-0.14
35.37,-10.39,-1.04
35.87,-10.82,-1.71
33.95,-5.02,-1.92
33.76,-6.24,-2.71
35.03,-8.15,-3.39
31.51,-8.8,-3.62
29.25,-10.59,-3.8
27.63,-10.78,-3.3
25.31,-15.47,-2.59
24.98,-18.9,-1.49
27,-20.6,-0.48
30.99,-15.77,0.25
35.18,-16.15,-0.18
34.46,-11.31,-0.69
33.48,-12.46,-1.66
33.41,-10.77,-2.21
30.92,-9.72,-2.02
27.9,-11.23,-1.02
28.59,-14.95,-0.63
31.68,-13.88,-0.16
32.02,-12.86,0.08
31.48,-13.58,0.33
28.27,-14.3,-0.1
27.36,-15.81,0.22
27.34,-14.99,0.51
27.85,-16.4,0.99
31.55,-13.22,1.09
34.78,-11.77,0.44
35.01,-9.96,-0.38
34.16,-7.56,-0.84
33.18,-9.14,-1.31
29.31,-7.58,-1.58
26.86,-11.87,-2.07
25.47,-15.71,-2.16
25.44,-16.17,-2.06
25.59,-16.27,-2.2
26.36,-13.27,-1.76
24.72,-14.28,-0.8
23.88,-19.89,-0.91
24.47,-23.73,-1.15
25.5,-18.82,-0.88
25.56,-20.98,-0.99
26.52,-21.58,-1.02
22.2,-19.96,-0.36
22.59,-24.31,-0.01
21.01,-24.16,1.22
26.57,-22.65,2.5
31.77,-21.39,1.97
36.5,-14.57,1.34
37.1,-8.75,1.08
30.68,-12.49,-0.48
29.39,-14.17,-0.69
29.03,-13.2,-0.04
30.46,-14.75,0.18
29.58,-12.07,0.83
28.45,-10.09,1.64
28.29,-12.66,2.39
29.45,-16.87,2.38
30.86,-18.19,1.7
31.4,-16.15,1.18
30.93,-13.81,1.27
31.38,-12.29,1.44
30.95,-15.97,1.12
30.69,-13.17,1.13
30.3,-15.38,0.74
30.37,-16.61,0.33
32.01,-19.07,-0.92
32.42,-11.6,-1.39
30.04,-9.53,-1.2
29.72,-13.15,-0.94
30.98,-12.69,-1.19
31.32,-12.44,-1.22
29.26,-11.17,-0.91
29.9,-12.19,-0.85
30.18,-11.49,-1.16
30.12,-8.93,-0.97
31.08,-10.54,-1.14
30.87,-10.6,-0.73
28.72,-10.4,-0.59
29.26,-12.21,-0.68
28.84,-14.88,-0.62
29.15,-14,-0.29
28.32,-10.71,0.14
27.39,-16.24,0.05
27.32,-15.62,0.34
26.2,-16.8,0.56
26.82,-18.66,0.52
27.36,-19.63,0.51
27.78,-16.07,0.68
29.41,-15.61,0.39
31.94,-10.64,0.56
31.79,-9.67,0.04
32.43,-12.06,-0.69
34.36,-8.53,-1.1
34.61,-8.03,-1.36
33.48,-7.88,-1.68
34.67,-10.77,-2.49
34.63,-10.59,-2.86
32.54,-9.6,-3.06
30.81,-15.1,-3.53
27.46,-13.51,-3.18
26.71,-13.86,-2.59
27.09,-15.01,-2.4
27.05,-17.43,-2.61
27.14,-17.86,-2.64
27.19,-18.85,-2.44
27.91,-20.92,-2.44
27.56,-19.57,-2.04
27.53,-18.54,-1.99
28.41,-18.78,-1.9
28.06,-17.18,-1.63
27.89,-17.51,-1.42
28.53,-17.73,-1.69
28.08,-15.79,-1.42
28.94,-16.74,-1.41
28.12,-17.5,-1.46
27.96,-18.25,-1.55
28.8,-16.19,-1.47
30.13,-16.4,-1.53
29.75,-15.22,-2.02
30.19,-15.63,-2.34
31.28,-14.05,-2.3
31.69,-14.23,-2.69
31.27,-11.74,-3.06
31.19,-12.99,-3.95
30.06,-10.99,-3.95
30.54,-11.29,-3.73
29.47,-11.48,-4.17
30.4,-11.65,-4.36
29.75,-8.93,-4.01
31.71,-11.77,-4.36
31.76,-10.56,-4.68
32.76,-11.24,-5.16
32.17,-11.09,-5.34
33.01,-11.37,-4.57
31.81,-12.71,-4.34
30.17,-10.46,-4.03
29.9,-13.7,-4.29
26.67,-13.19,-3.68
27.69,-13.89,-3.56
28.59,-14.9,-3.35
26.64,-14.98,-3.02
26.89,-20.6,-3.32
29.12,-15.83,-3.36
28.12,-12.77,-3.35
27,-14.27,-3.09
25.35,-17.04,-3.02
22.85,-16.89,-3.42
21.18,-19.78,-3.56
18.69,-20.35,-3.64
16.74,-20.31,-2.88
17.4,-20.32,-2.05
18.98,-17.93,-1.37
15.21,-25.67,-1.44
16.87,-23.49,0.24
15.44,-24.64,1.02
16.35,-25.6,1.61
19.64,-21.9,2.07
23.89,-19.83,2.47
26.14,-19.29,2.31
26.57,-15.29,2.14
24,-17.74,1.05
20.64,-13.63,1.68
19.88,-18.9,1.97
20.83,-20.91,2.15
20.07,-21.35,2.16
20.36,-24.3,2
22.05,-22.7,2.75
22.17,-22.32,2.88
26.74,-18.39,3.33
27.7,-18.24,3.22
27.08,-20.11,3.34
27.44,-18.6,3.21
25.35,-18.86,3
25.31,-20.22,3.07
27.82,-20.32,2.55
30.3,-20.78,1.62
30.62,-17.81,1.49
32.16,-16.95,1.21
29.65,-12.57,1.35
28.65,-13.72,1.26
25.31,-16.1,1.04
23.63,-15.81,0.93
23.21,-18.27,0.88
23.48,-20.51,0.49
23.25,-20.87,0.72
23.67,-19.27,0.98
25.9,-18.45,1.37
26.9,-19.1,0.66
25.52,-18.25,0.09
25.09,-16.46,-0.19
23.47,-16.71,-0.19
23.56,-19.78,-0.56
26,-18.42,-0.26
26.76,-15.2,0.32
28.87,-14.64,0.8
27.82,-15,0.66
26.37,-15.18,0.12
26.44,-17.54,-0.18
29.12,-13.11,0.28
29.24,-12.89,0.23
29.18,-14.68,0.13
29.8,-15.81,0.17
30.33,-13.96,0.43
29.3,-11.97,0.04
29.61,-12.03,-0.2
29.02,-11.69,-0.48
28.93,-12.18,-0.43
28.54,-13.01,-0.48
28.98,-15.33,-0.74
29.14,-16.34,-1.34
31.18,-12.3,-0.91
30.59,-12.38,-1.16
30.46,-14.04,-1.65
29.83,-14.3,-1.87
31.01,-12.28,-1.59
28.72,-13.65,-1.75
28.75,-14.96,-2.3
30.87,-14.75,-2.68
33.68,-11.66,-2.7
34.02,-10.43,-3.52
34.46,-8.83,-4.31
35.89,-7.3,-5.07
35.68,-6.8,-5.47
34.42,-7.56,-6.13
31.88,-6.61,-6.33
29.27,-9.58,-5.82
29.57,-15.85,-4.87
34.32,-12.45,-4.64
33.85,-7.71,-4.62
31.75,-10.44,-5.27
32.24,-13.38,-5.99
30.29,-16.28,-6.08
31.8,-12.57,-5.41
31.27,-10.39,-4.77
31.83,-11.11,-5.1
31.38,-10.71,-4.91
31.64,-9.35,-4.7
31.19,-12.97,-4.9
29.76,-14.17,-5.07
30.64,-12.82,-4.73
30.3,-13.21,-4.68
30.51,-12.26,-4.75
30.18,-12.54,-4.66
30.71,-11.27,-4.54
30.57,-12.79,-4.86
29.84,-13.01,-5.17
29.76,-13.18,-5.08
29.14,-13.56,-4.97
29.68,-14.9,-5.04
29.77,-13.49,-4.88
29.21,-13.43,-4.42
30.68,-12.95,-4.02
30.54,-14.77,-4.31
31.57,-13.31,-4.41
31.81,-12.2,-4.35
32.39,-10.87,-4.44
34.73,-9.3,-4.39
34.08,-8.61,-4.47
32.57,-7.66,-4.37
33.29,-10.23,-4.37
31.5,-11.35,-5.05
32.89,-10.11,-5.37
30.58,-9.61,-5.32
30.97,-9.91,-5.21
28.7,-8.46,-5.06
27.23,-11.22,-5.84
27.58,-14.66,-6.61
27.9,-12.26,-6.33
28,-12.44,-5.88
27.43,-14.88,-6.08
26.46,-13.42,-5.57
25.37,-15.16,-4.93
25.29,-12.71,-4.14
26.41,-13.13,-4.14
27.91,-12.91,-4.24
28,-11,-4.12
27.89,-12.59,-4.29
27.29,-14.26,-4.41
28.53,-14.12,-4.57
28.9,-12.04,-4.42
28.1,-13.37,-4.42
28.11,-12.69,-3.61
27.47,-16.36,-2.69
29.7,-14.79,-1.53
29.15,-13.72,-1.21
28.18,-11.74,-0.75
24.18,-12.9,-1.34
24.81,-14.26,-1.21
25.99,-15.44,-1.61
27.99,-13.11,-2.21
30.85,-11.77,-2.61
30.94,-8.92,-1.98
28.99,-11.19,-2.18
28.61,-9.29,-1.47
29.81,-10.74,-1.17
31.4,-9.76,-1.33
30.75,-11.73,-1.77
29.62,-12.56,-1.89
29.88,-13.98,-1.64
31.4,-11.77,-1.35
33.57,-11.02,-1.16
34.1,-9.63,-1.93
33.04,-11.43,-3.12
30.66,-10.97,-3.69
30.66,-9.32,-3.2
28.83,-11.02,-3.13
31.41,-9.93,-2.71
32.84,-9.77,-2.69
33.38,-8.57,-2.6
32.79,-8.97,-3.13
31.54,-8.86,-3.09
30.7,-8.52,-3.11
29.21,-10.3,-2.85
29.62,-12.66,-2.48
29.69,-12.83,-2.33
31.2,-12.64,-1.78
31.17,-12.37,-1.34
32.03,-10.92,-1.14
31.19,-12.83,-1.23
30.8,-14.07,-1.09
29.49,-13.28,-0.6
30.96,-16.85,-1.16
32.62,-14.84,-1.45
36.53,-12.49,-1.62
37.53,-11.02,-2.12
36.39,-9.99,-2.66
34.59,-14.93,-2.91
31.21,-15.71,-3.17
34.59,-13.37,-3.1
36.53,-12.04,-3.64
35.38,-10.88,-4.14
35.57,-11.39,-4.26
35.93,-11.45,-4.36
36.68,-9.65,-4.36
36.49,-8.2,-4.15
34.24,-7.87,-2.83
35.22,-9.98,-1.98
35.53,-13.04,-1.71
34.52,-12.25,-1.64
32.99,-13.12,-1.14
36.6,-16.58,-1.91
41.85,-9.15,-2.58
43.26,-1.74,-3.49
43.66,-2.98,-3.89
34.92,-5.39,-3.69
31.15,-13.88,-3.14
29.91,-16.05,-3.04
28.72,-17.4,-2.39
29.22,-18.59,-1.67
32.05,-16.92,-1.05
32.1,-16.27,-1.55
31.15,-13.98,-1.46
32.23,-12.85,-1.17
36.3,-8.46,-1.16
37.51,-7.35,-2.05
36.37,-6.43,-2.44
36.73,-7.58,-2.97
35.77,-6.16,-3.25
34.98,-7.47,-3.7
32.7,-7.72,-3.32
29.72,-8.93,-2.53
30.47,-9.75,-2.41
31.37,-9.08,-2.56
32.85,-9.65,-3.12
31.77,-7.35,-3.2
29.99,-7.87,-3.25
28.43,-9.79,-3.42
27.07,-9.54,-3.45
27.78,-9.2,-2.84
29.36,-7.71,-2.76
30.66,-7.69,-3.03
30.19,-7.93,-3.03
29.94,-6.36,-2.97
29.22,-7.86,-3.08
29.25,-6.4,-3.48
29.61,-6.2,-4.11
30.1,-6.41,-4.46
30.45,-6.65,-4.93
29.59,-7.42,-5.75
29.38,-6.2,-6.15
29.52,-6.26,-6.17
31.72,-7.04,-6.48
28.8,-3.7,-5.98
27.54,-4.06,-5.04
27.93,-12.09,-4.81
29.01,-12.16,-4.77
28.73,-11.18,-4.86
28.08,-13.27,-5.24
27.23,-12.25,-5.14
26.95,-13.84,-5.26
28.04,-12.51,-5.27
28.23,-14.56,-5.39
27.64,-14.51,-5.04
25.36,-14,-4.59
25.14,-20.33,-5.06
24.97,-18.11,-4.76
27.46,-14.4,-4.07
26.16,-14.62,-3.77
25.85,-15.06,-3.74
24.47,-14.85,-3.45
27.34,-15.25,-3.24
28.39,-15.54,-3.7
29.72,-13.4,-4.24
28.59,-14.35,-5.2
27.61,-14.77,-5.41
26.46,-13.7,-5.38
25.45,-12.17,-5.18
24.44,-12.29,-5.2
25.94,-12.24,-4.85
27.84,-9.53,-4.77
26.46,-10.07,-4.67
25.02,-12.54,-4.98
23.44,-13.91,-4.96
25.86,-12.81,-4.18
27.69,-12.16,-3.64
30.05,-12.07,-4.1
30.89,-9.01,-4.38
30.39,-5.73,-4.12
29.72,-7.89,-4.53
30.81,-8.82,-5.07
31.02,-7.51,-5.57
30.72,-7.02,-5.78
29.32,-10.03,-6.09
29.09,-8.97,-6.28
28.29,-12.05,-6.15
29.15,-10.81,-6.22
29.29,-12.16,-5.96
28.89,-11.89,-5.42
29.45,-10.43,-5.06
28.13,-10.68,-4.71
29.03,-10.79,-3.98
29.66,-9.78,-3.28
30.04,-9.58,-3.01
30.23,-8.06,-2.5
30.54,-8.27,-2.57
29.78,-8.21,-2.55
28.41,-10.57,-2.53
28.9,-12,-2.58
29.5,-11.68,-2.58
29.95,-10.51,-2.46
30.21,-10.33,-2.56
29.45,-8.34,-2.16
29.27,-10.5,-2.29
28.65,-10.75,-2.13
27.79,-10.95,-2.42
